Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 8).
Copying objective function to workers...
Done copying objective function to workers.
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  398 |       8 | Accept |     0.37789 |      42.078 |   0.0074177 |       10143 |           10 |            2 |      radbasn |      radbasn |
|  399 |       8 | Accept |      5.2876 |      1.2209 |   0.0074177 |       10135 |            1 |            7 |       logsig |       compet |
|  400 |       8 | Accept |       6.196 |      1.3856 |   0.0074177 |      49.659 |            1 |           10 |       tansig |       compet |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  401 |       8 | Accept |    0.012836 |       45417 |   0.0074177 |       10113 |           39 |           15 |       radbas |       tansig |
|  402 |       8 | Accept |      5.9384 |      1.1099 |   0.0074177 |       10033 |            1 |           10 |       tribas |       compet |
|  403 |       8 | Accept |      6.2367 |      1.4455 |   0.0074177 |      13.556 |            8 |            2 |       logsig |       compet |
|  404 |       8 | Accept |    0.015036 |       28044 |   0.0074177 |       10147 |           40 |           17 |      radbasn |      radbasn |
|  405 |       8 | Accept |      6.1494 |      1.2454 |   0.0074177 |       10137 |            5 |            4 |       tansig |       compet |
|  406 |       8 | Accept |      6.2423 |      49.439 |   0.0074177 |       10169 |            2 |            8 |       compet |      softmax |
|  407 |       8 | Accept |      6.0602 |     0.95957 |   0.0074177 |       10080 |            1 |            4 |       logsig |       compet |
|  408 |       8 | Accept |      6.3462 |      1.3772 |   0.0074177 |      40.506 |           14 |            1 |       radbas |       compet |
|  409 |       8 | Accept |      1.1146 |      10.059 |   0.0074177 |       10168 |           24 |            3 |       netinv |       radbas |
|  410 |       8 | Accept |      6.7057 |      2.5125 |   0.0074177 |       10122 |           26 |            1 |       radbas |       compet |
|  411 |       8 | Accept |      5.8565 |     0.99601 |   0.0074177 |      48.666 |            2 |            3 |       radbas |       compet |
|  412 |       8 | Accept |    0.024232 |      5174.3 |   0.0074177 |       10128 |           16 |           17 |      softmax |       radbas |
|  413 |       8 | Accept |      6.2189 |     0.90707 |   0.0074177 |      13.937 |            3 |            1 |       radbas |       compet |
|  414 |       8 | Accept |      6.5896 |      10.204 |   0.0074177 |       10071 |           19 |           10 |      softmax |       compet |
|  415 |       8 | Accept |      5.9501 |     0.81798 |   0.0074177 |       10065 |            1 |            1 |      radbasn |       compet |
|  416 |       8 | Accept |       6.309 |      1.4698 |   0.0074177 |      4.4809 |            5 |            5 |       radbas |       compet |
|  417 |       8 | Accept |      6.2806 |      78.017 |   0.0074177 |      49.554 |           26 |           15 |       tansig |       compet |
|  418 |       8 | Accept |      5.8122 |      9.0356 |   0.0074177 |       10109 |           31 |            4 |       netinv |       compet |
|  419 |       8 | Accept |      3.8275 |      1.3056 |   0.0074177 |      49.932 |            1 |            1 |       netinv |       logsig |
|  420 |       8 | Accept |     0.09205 |      1001.9 |   0.0074177 |      39.322 |            2 |           20 |       tansig |    elliotsig |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  421 |       8 | Accept |      1.4212 |      70.558 |   0.0074177 |      48.582 |            8 |           23 |       netinv |       tribas |
|  422 |       8 | Accept |      6.4034 |      189.23 |   0.0074177 |       10162 |           22 |           34 |       tribas |       compet |
|  423 |       8 | Accept |      6.1876 |      1.2385 |   0.0074177 |       10112 |           10 |            1 |       netinv |       compet |
|  424 |       8 | Accept |      6.4238 |     0.84724 |   0.0074177 |       10144 |            1 |            2 |       tribas |       compet |
|  425 |       8 | Accept |      6.7682 |      1.4717 |   0.0074177 |       10111 |            1 |            8 |       compet |       compet |
|  426 |       8 | Accept |      6.2296 |      1.1052 |   0.0074177 |      49.506 |            1 |            9 |      softmax |       compet |
|  427 |       8 | Accept |      5.6431 |      1038.2 |   0.0074177 |     0.24905 |            4 |           16 |       compet |       logsig |
|  428 |       8 | Accept |      6.0639 |      3.1349 |   0.0074177 |       10106 |            2 |           21 |      radbasn |       compet |
|  429 |       8 | Accept |      6.5616 |      1.1007 |   0.0074177 |      41.003 |            3 |            2 |       tribas |       compet |
|  430 |       8 | Accept |    0.016126 |       39954 |   0.0074177 |       10117 |           23 |           27 |      radbasn |      softmax |
|  431 |       8 | Accept |      6.0666 |      2.1343 |   0.0074177 |       10098 |            1 |            9 |       radbas |       compet |
|  432 |       8 | Accept |      5.5942 |      1.7346 |   0.0074177 |       10029 |            2 |            2 |       tansig |       compet |
|  433 |       8 | Accept |      5.8117 |      3.5034 |   0.0074177 |       10082 |           34 |            1 |       netinv |       tansig |
|  434 |       8 | Accept |      5.3454 |      1.0199 |   0.0074177 |       10170 |            3 |            1 |       netinv |       tansig |
|  435 |       8 | Accept |      2.6057 |      6.9888 |   0.0074177 |      40.887 |           16 |            5 |       netinv |      softmax |
|  436 |       8 | Accept |    0.021886 |      809.38 |   0.0074177 |       10094 |           12 |           12 |       logsig |      softmax |
|  437 |       8 | Accept |      6.1467 |     0.86268 |   0.0074177 |       0.233 |            1 |            2 |       logsig |       compet |
|  438 |       8 | Accept |      6.5671 |      3.9183 |   0.0074177 |      48.393 |            1 |           29 |      radbasn |       compet |
|  439 |       8 | Accept |    0.013028 |      7198.5 |   0.0074177 |       10125 |            7 |           27 |       tansig |      radbasn |
|  440 |       8 | Accept |      6.6714 |      2.2503 |   0.0074177 |      48.468 |            3 |           10 |       logsig |       compet |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  441 |       8 | Accept |      5.9982 |      544.62 |   0.0074177 |      48.942 |           39 |           37 |       radbas |       compet |
|  442 |       8 | Accept |    0.089899 |      357.87 |   0.0074177 |      39.866 |            3 |           17 |      softmax |       tansig |
|  443 |       8 | Accept |     0.02379 |      878.18 |   0.0074177 |      40.622 |           12 |           25 |       tribas |       logsig |
|  444 |       8 | Accept |    0.021948 |      6950.2 |   0.0074177 |      40.938 |           38 |           28 |       tribas |    elliotsig |
|  445 |       8 | Accept |    0.016524 |       26325 |   0.0074177 |       10061 |           39 |           10 |       logsig |      softmax |
|  446 |       8 | Accept |      6.3971 |      1.9998 |   0.0074177 |       10111 |            2 |           15 |      softmax |       compet |
|  447 |       8 | Accept |      4.2732 |      338.13 |   0.0074177 |      39.435 |            4 |           32 |      softmax |       netinv |
|  448 |       8 | Accept |    0.023249 |      3749.2 |   0.0074177 |       10166 |           32 |            8 |       tansig |       tansig |
|  449 |       8 | Accept |      5.9423 |      1.0029 |   0.0074177 |       10125 |            3 |            1 |       compet |       compet |
|  450 |       8 | Accept |      6.3322 |      1.0187 |   0.0074177 |       10161 |            3 |            1 |       netinv |       compet |
|  451 |       8 | Accept |      6.3389 |      2.8151 |   0.0074177 |       10116 |           12 |            5 |       tribas |       compet |
|  452 |       8 | Accept |      1.4257 |      2.2917 |   0.0074177 |     0.24637 |            2 |            4 |       netinv |       logsig |
|  453 |       8 | Accept |      5.9812 |      1.9924 |   0.0074177 |      13.442 |            2 |           14 |       radbas |       compet |
|  454 |       8 | Accept |    0.027946 |      1021.9 |   0.0074177 |     0.24763 |            5 |           14 |      radbasn |       radbas |
|  455 |       8 | Accept |      6.2311 |      1.7747 |   0.0074177 |      49.922 |            1 |           12 |       compet |       compet |
|  456 |       8 | Accept |    0.011546 |       79511 |   0.0074177 |      12.475 |           40 |           21 |    elliotsig |       tansig |
|  457 |       8 | Accept |    0.027668 |      135.85 |   0.0074177 |       10124 |            5 |            9 |      radbasn |       radbas |
|  458 |       8 | Accept |     0.14054 |      119.51 |   0.0074177 |       10056 |           10 |            2 |       radbas |       tribas |
|  459 |       8 | Accept |      5.7266 |      1.1291 |   0.0074177 |       10158 |            1 |            8 |       tansig |       compet |
|  460 |       8 | Accept |      6.1068 |     0.92381 |   0.0074177 |      13.445 |            2 |            4 |      radbasn |       compet |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  461 |       8 | Accept |      5.4012 |      60.373 |   0.0074177 |       10160 |           17 |           23 |      radbasn |       compet |
|  462 |       8 | Accept |      2.5149 |      1.1066 |   0.0074177 |       10087 |            1 |            4 |       netinv |      softmax |
|  463 |       8 | Accept |      6.3753 |       1.619 |   0.0074177 |       10101 |            1 |           10 |      radbasn |       compet |
|  464 |       8 | Accept |      6.2561 |      1.0342 |   0.0074177 |       10065 |            3 |            2 |      softmax |       compet |
|  465 |       8 | Accept |      6.4773 |     0.89622 |   0.0074177 |       10092 |            1 |            2 |       tribas |       compet |
|  466 |       8 | Accept |    0.029869 |      178.62 |   0.0074177 |      40.921 |            4 |           35 |       tribas |       tribas |
|  467 |       8 | Accept |    0.013126 |       27131 |   0.0074177 |      49.799 |           39 |           20 |       radbas |      softmax |
|  468 |       8 | Accept |      3.9992 |      125.43 |   0.0074177 |      4.9996 |           26 |            6 |       compet |       radbas |
|  469 |       8 | Accept |    0.025455 |      47.463 |   0.0074177 |       10117 |           11 |            9 |       tribas |    elliotsig |
|  470 |       8 | Accept |      6.2308 |      2.0895 |   0.0074177 |       10031 |            2 |           14 |       tribas |       compet |
|  471 |       8 | Accept |      6.5546 |     0.93218 |   0.0074177 |      40.657 |            1 |            1 |       tribas |       compet |
|  472 |       8 | Accept |    0.023775 |      1779.5 |   0.0074177 |       10123 |           17 |           30 |       tribas |       logsig |
|  473 |       8 | Accept |      5.9692 |      1.1976 |   0.0074177 |     0.23299 |            2 |            5 |       netinv |       compet |
|  474 |       8 | Accept |      5.5507 |      11.606 |   0.0074177 |      13.556 |            1 |           24 |    elliotsig |       compet |
|  475 |       8 | Accept |        6.65 |      3.5852 |   0.0074177 |     0.24006 |            1 |           26 |       compet |       compet |
|  476 |       8 | Accept |       5.811 |      3.7996 |   0.0074177 |      3.5187 |            2 |           22 |      softmax |       compet |
|  477 |       8 | Accept |      5.7067 |      79.404 |   0.0074177 |       10045 |           31 |           14 |      radbasn |       compet |
|  478 |       8 | Accept |      6.0356 |      2.1095 |   0.0074177 |       10007 |            1 |           14 |       tansig |       compet |
|  479 |       8 | Accept |      5.8261 |      2.2881 |   0.0074177 |       10083 |            2 |           17 |       compet |       compet |
|  480 |       8 | Accept |      6.1604 |      4.0231 |   0.0074177 |       10088 |            2 |           18 |       compet |       netinv |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  481 |       8 | Accept |      6.1356 |      1.0119 |   0.0074177 |       10114 |            1 |            4 |       radbas |       compet |
|  482 |       8 | Accept |      5.9859 |      1.4466 |   0.0074177 |      0.2469 |            1 |           12 |      softmax |       compet |
|  483 |       8 | Accept |      6.0418 |      1.2511 |   0.0074177 |       10140 |            2 |            4 |      softmax |       compet |
|  484 |       8 | Accept |      5.7621 |      2.3737 |   0.0074177 |       10126 |            1 |           17 |      softmax |       compet |
|  485 |       8 | Accept |      6.3632 |     0.83411 |   0.0074177 |       10067 |            1 |            1 |       radbas |       compet |
|  486 |       8 | Accept |      6.8275 |     0.84992 |   0.0074177 |       13.88 |            1 |            3 |       logsig |       compet |
|  487 |       8 | Accept |      6.3255 |      56.127 |   0.0074177 |       10156 |           12 |            7 |       radbas |       netinv |
|  488 |       8 | Accept |      5.6886 |      1.3243 |   0.0074177 |     0.23832 |            6 |            5 |       logsig |       compet |
|  489 |       8 | Accept |      6.2661 |      5.1857 |   0.0074177 |       10073 |            4 |           23 |       compet |       compet |
|  490 |       8 | Accept |      6.2168 |      1.1538 |   0.0074177 |       10095 |            1 |            7 |       radbas |       compet |
|  491 |       8 | Accept |      1.4038 |        1.34 |   0.0074177 |      49.019 |            7 |            1 |       netinv |       tribas |
|  492 |       8 | Accept |     0.42311 |      887.03 |   0.0074177 |       10094 |           37 |           32 |       logsig |       netinv |
|  493 |       8 | Accept |      1.8037 |      3.7567 |   0.0074177 |     0.22785 |            7 |            6 |       netinv |       tribas |
|  494 |       8 | Accept |      1.8608 |      10.652 |   0.0074177 |       10003 |            7 |           10 |       netinv |       tribas |
|  495 |       8 | Accept |      6.1464 |      1.5635 |   0.0074177 |      41.094 |           12 |            1 |       netinv |       tribas |
|  496 |       8 | Accept |    0.030919 |      29.283 |   0.0074177 |      9988.2 |            4 |            7 |       tansig |       tansig |
|  497 |       8 | Accept |      1.4339 |      14.111 |   0.0074177 |       10168 |           20 |            4 |       netinv |       tribas |
|  498 |       8 | Accept |     0.36805 |      106.94 |   0.0074177 |      39.556 |            7 |            2 |       logsig |      radbasn |
|  499 |       8 | Accept |    0.076527 |      743.19 |   0.0074177 |       10119 |           34 |           24 |       logsig |       netinv |
|  500 |       8 | Accept |      6.8012 |     0.90755 |   0.0074177 |      0.2273 |            1 |            1 |      softmax |       compet |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  501 |       8 | Accept |      5.8945 |      5.4095 |   0.0074177 |     0.22979 |            4 |           20 |       tansig |       compet |
|  502 |       8 | Accept |      5.5165 |      2.6707 |   0.0074177 |      48.659 |            3 |           16 |       logsig |       compet |
|  503 |       8 | Accept |      3.7165 |      2034.5 |   0.0074177 |       12.68 |           36 |           40 |    elliotsig |       compet |
|  504 |       8 | Accept |        4.31 |      85.027 |   0.0074177 |       10048 |            8 |           16 |       compet |       radbas |
|  505 |       8 | Accept |      6.1151 |      1.3831 |   0.0074177 |     0.23443 |            3 |            1 |       netinv |      softmax |
|  506 |       8 | Accept |      7.2084 |       4.213 |   0.0074177 |      39.475 |            2 |           23 |       radbas |       compet |
|  507 |       8 | Accept |    0.024274 |      619.49 |   0.0074177 |      39.964 |           36 |           13 |       tribas |       radbas |
|  508 |       8 | Accept |    0.011332 |  1.5904e+05 |   0.0074177 |       10017 |           36 |           36 |       tansig |      softmax |
|  509 |       8 | Accept |      1.4749 |      3.0688 |   0.0074177 |       10096 |            2 |            3 |       netinv |       tribas |
|  510 |       8 | Accept |      6.3128 |      1.4305 |   0.0074177 |       10146 |            2 |            1 |    elliotsig |       compet |
|  511 |       8 | Accept |      6.1678 |      3.0954 |   0.0074177 |       10163 |            3 |           12 |       tansig |       compet |
|  512 |       8 | Accept |      6.1856 |      1.5744 |   0.0074177 |      12.997 |            3 |            8 |      radbasn |       compet |
|  513 |       8 | Accept |    0.012624 |       57694 |   0.0074177 |       10097 |           40 |           17 |      softmax |      softmax |
|  514 |       8 | Accept |      6.5533 |     0.96132 |   0.0074177 |       10138 |            7 |            1 |       tansig |       compet |
|  515 |       8 | Accept |      5.7582 |     0.97413 |   0.0074177 |      9928.1 |            2 |            2 |      radbasn |       compet |
|  516 |       8 | Accept |      2.8878 |      37.122 |   0.0074177 |       10125 |           28 |            5 |       netinv |       tansig |
|  517 |       8 | Accept |      4.1539 |     0.92679 |   0.0074177 |      4.8193 |            2 |            3 |       netinv |      softmax |
|  518 |       8 | Accept |     0.36868 |      559.41 |   0.0074177 |       10176 |           31 |            1 |       tansig |    elliotsig |
|  519 |       8 | Accept |      6.4175 |      2.1479 |   0.0074177 |      14.225 |            2 |           16 |       radbas |       compet |
|  520 |       8 | Accept |    0.013647 |       32823 |   0.0074177 |       10102 |           20 |           33 |       radbas |      softmax |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  521 |       8 | Accept |      1.3215 |      4.7392 |   0.0074177 |      5.0632 |            1 |            3 |       netinv |       tansig |
|  522 |       8 | Accept |    0.013102 |       23050 |   0.0074177 |     0.23568 |           20 |           19 |       logsig |    elliotsig |
|  523 |       8 | Accept |      6.0834 |      5.5054 |   0.0074177 |     0.23877 |            3 |            9 |    elliotsig |       compet |
|  524 |       8 | Accept |      5.8855 |       2.805 |   0.0074177 |      4.8093 |            1 |           27 |       tribas |       compet |
|  525 |       8 | Accept |    0.025568 |      153.64 |   0.0074177 |      13.051 |           11 |            7 |       tansig |       radbas |

__________________________________________________________
Optimization completed.
Total function evaluations: 525
Total elapsed time: 172425.5056 seconds
Total objective function evaluation time: 1101546.3141

Best observed feasible point:
    Layer1Size    Layer2Size    TrainFcn1    TrainFcn2
    __________    __________    _________    _________

        38            22         softmax     elliotsig

Observed objective function value = 0.0074177
Estimated objective function value = 13.0506
Function evaluation time = 73936.5386

Best estimated feasible point (according to models):
    Layer1Size    Layer2Size    TrainFcn1    TrainFcn2
    __________    __________    _________    _________

        3             6          tansig       tribas  

Estimated objective function value = 13.0506
Estimated function evaluation time = 8.7217

IdleTimeout has been reached.
Parallel pool using the 'local' profile is shutting down.
>> 
